_id,objectid,unicode,name,facility_type,type_code,center,center_code,feature_name,website,capacity,access_to_fire_extinguisher,access_to_kitchenette,access_to_parking_lot,access_to_playground,access_to_restrooms,access_to_spray_park,access_to_vending_machines,ada_accessible_facility,ada_accessible_playground_near,ada_accessible_port_a_john_near,ada_accessible_restroom,bocci_court,furniture_chairs,furniture_tables,indoor_air_conditioning,indoor_audio_system,indoor_heating,indoor_television,outdoor_basketball_courts_near,outdoor_fishing,outdoor_grill,outdoor_horseshoe_pits_near,outdoor_lake_view,outdoor_lighting,outdoor_swimming_pool_near,outdoor_volleyball,outdoor_water_spigot,outlet_data,outlet_power,outlet_telephone,pet_friendly,port_a_john_near,smoking_not_permitted,smoking_permitted,x,y,x2,y2
6535,1664,,Four Seasons Activity Center,Building,10,Boyce Park,BP,Four Seasons Activity Center,https://www.alleghenycounty.us/parks/boyce/four-seasons-activity-center.aspx,250,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.444864783405,40.274143990912,1412911.75874539,417262.772024974
6536,1665,,Picnic Hut,Building,10,Boyce Park,BP,Picnic Hut,https://www.alleghenycounty.us/parks/boyce/picnic-hut.aspx,60,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,-79.445742921924,40.273024359826,1412207.54066564,416145.412054971
6537,1666,,Basketball Courts,Court - Basketball,31,Boyce Park,BP,Basketball Courts,https://www.alleghenycounty.us/parks/activities/basketball.aspx,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.440789497984,40.283353259971,1416179.39853555,422461.928293318
6538,1667,,Tennis Courts,Court - Tennis,32,Boyce Park,BP,Tennis Courts,https://www.alleghenycounty.us/parks/activities/tennis.aspx,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.441516139299,40.282930702666,1415608.39180355,422047.060684726
6539,1668,,Off Leash Dog Park 2,Dog Park,61,Boyce Park,BP,Off Leash Dog Park 2,,50,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.440644844835,40.282623619005,1416274.55779405,421721.243094891
6540,1669,,Off Leash Dog Park 1,Dog Park,61,Boyce Park,BP,Off Leash Dog Park 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.440724547083,40.283083947622,1416223.45159705,422188.338617399
6541,1670,,New Texas Baseball Field,Field - Baseball,61,Boyce Park,BP,New Texas Baseball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,50,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.441160212993,40.283053640665,1415886.17405638,422165.247784317
6542,1671,,Commissioners Field,Field - Multipurpose,61,Boyce Park,BP,Commissioners Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,50,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.444647461295,40.272617837049,1413044.78439797,415714.98476623
6543,1672,,Soccer Pavilion,Shelter,64,Boyce Park,BP,Soccer Pavilion,https://www.alleghenycounty.us/parks/boyce/soccer.aspx,50,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.445225148889,40.282614731212,1412735.63114488,421792.065787896
6544,1673,,Soccer Field 3,Field - Soccer,64,Boyce Park,BP,Soccer Field 3,https://www.alleghenycounty.us/parks/boyce/soccer.aspx,50,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.445050905206,40.283136700181,1412882.19646855,422317.090656474
6545,1674,,Wave Pool,Pool,120,Boyce Park,BP,Wave Pool,https://www.alleghenycounty.us/parks/activities/water-activities/pools.aspx,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.442710290341,40.271027053958,1414505.51638463,414071.809574887
6546,1675,,Commissioners,Shelter,130,Boyce Park,BP,Commissioners,https://www.alleghenycounty.us/parks/boyce/commissioners.aspx,150,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.444457602833,40.272821670439,1413196.1653288,415917.88363865
6547,1676,,Cub,Shelter,130,Boyce Park,BP,Cub,https://www.alleghenycounty.us/parks/boyce/cub.aspx,80,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.450913071992,40.281008875072,1411394.70534906,420196.982691973
6548,1677,,Den,Shelter,130,Boyce Park,BP,Den,https://www.alleghenycounty.us/parks/boyce/den.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.450903055399,40.280213845973,1411384.20307347,419392.486597553
6549,1678,,Eagle,Shelter,130,Boyce Park,BP,Eagle,https://www.alleghenycounty.us/parks/boyce/eagle.aspx,70,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.450917922553,40.281636376265,1411405.35559022,420831.902681977
6550,1679,,Explorers,Shelter,130,Boyce Park,BP,Explorers,https://www.alleghenycounty.us/parks/boyce/explorers.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.445680939549,40.280354507091,1412331.71791072,419513.393836066
6551,1680,,Hillcourt,Shelter,130,Boyce Park,BP,Hillcourt,https://www.alleghenycounty.us/parks/boyce/hillcourt.aspx,70,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.445563386145,40.281294767567,1412444.08120306,420462.587803811
6552,1681,,New Dimension,Shelter,130,Boyce Park,BP,New Dimension,https://www.alleghenycounty.us/parks/boyce/new-dimension.aspx,35,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.44092183506,40.283033031078,1416069.87185173,422140.254395977
6553,1682,,Pack,Shelter,130,Boyce Park,BP,Pack,https://www.alleghenycounty.us/parks/boyce/pack.aspx,50,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.444599913523,40.282044489686,1413205.64267205,421204.233302146
6554,1683,,Patrol,Shelter,130,Boyce Park,BP,Patrol,https://www.alleghenycounty.us/parks/boyce/patrol.aspx,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.450563357598,40.275875650114,1411638.92139606,419044.386900067
6555,1684,,Primrose,Shelter,130,Boyce Park,BP,Primrose,https://www.alleghenycounty.us/parks/boyce/primrose.aspx,35,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.45023470887,40.28143405777,1411928.58584297,420615.253180891
6556,1685,,Silver Beaver,Shelter,130,Boyce Park,BP,Silver Beaver,https://www.alleghenycounty.us/parks/boyce/silver-beaver.aspx,150,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.441596316087,40.282530750972,1415537.33912414,421643.82723923
6557,1686,,Star,Shelter,130,Boyce Park,BP,Star,https://www.alleghenycounty.us/parks/boyce/star.aspx,60,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.450564154702,40.282318469987,1411694.32843748,421515.771064892
6558,1687,,Tanglewood,Shelter,130,Boyce Park,BP,Tanglewood,https://www.alleghenycounty.us/parks/boyce/tanglewood.aspx,35,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.445736553626,40.281862348313,1412323.28748138,421039.831728056
6559,1688,,Middle Road Site,Building,10,Hartwood Acres Park,HA,Middle Road Site,https://www.alleghenycounty.us/parks/hartwood/middle-road-site.aspx,5000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.552574882623,40.340159991237,1364628.61613864,456884.338779062
6560,1689,,Middle Road Stage And Dressing Room,Building,10,Hartwood Acres Park,HA,Middle Road Stage And Dressing Room,https://www.alleghenycounty.us/parks/hartwood/middle-road-stage-and-dressing-room.aspx,5000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.552464509164,40.340364501114,1364718.86136498,457089.136925891
6561,1690,,"Mansion, Terrace, And Hemlock Court",Wedding Site,140,Hartwood Acres Park,HA,"Mansion, Terrace, And Hemlock Court",https://www.alleghenycounty.us/parks/hartwood/wedding-and-party-rentals.aspx,200,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.543248725279,40.341265091446,1368765.04454556,457901.506364137
6562,1691,,Stables,Wedding Site,140,Hartwood Acres Park,HA,Stables,https://www.alleghenycounty.us/parks/hartwood/wedding-and-party-rentals.aspx,300,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.544527181263,40.34040068966,1367757.35003863,457051.159639642
6563,1692,,Environmental Learning Center,Building,10,Harrison Hills Park,HH,Environmental Learning Center,https://www.alleghenycounty.us/parks/harrison-hills/environmental-learning-center.aspx,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.421076858749,40.392577702933,1426687.88309596,488248.943700641
6564,1693,,Soccer Field 2,Field - Soccer,64,Harrison Hills Park,HH,Soccer Field 2,https://www.alleghenycounty.us/parks/harrison-hills/soccer.aspx,300,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.414192797509,40.384747862679,1428824.71412414,484325.090327889
6565,1694,,Baneberry,Shelter,130,Harrison Hills Park,HH,Baneberry,https://www.alleghenycounty.us/parks/harrison-hills/baneberry.aspx,60,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.42086636585,40.390862419228,1426811.69551238,486509.937664226
6566,1695,,Broken Branch,Shelter,130,Harrison Hills Park,HH,Broken Branch,https://www.alleghenycounty.us/parks/harrison-hills/broken-branch.aspx,100,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.41521352754,40.38578884497,1428061.34491597,485395.631821975
6567,1696,,Laurel,Shelter,130,Harrison Hills Park,HH,Laurel,https://www.alleghenycounty.us/parks/harrison-hills/laurel.aspx,100,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.415721367869,40.385813856916,1427670.56485763,485429.573355138
6568,1697,,Overlook,Shelter,130,Harrison Hills Park,HH,Overlook,https://www.alleghenycounty.us/parks/harrison-hills/overlook.aspx,125,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.413717678325,40.390337189936,1429226.25039455,485925.013309136
6569,1698,,Ox Roast,Shelter,130,Harrison Hills Park,HH,Ox Roast,https://www.alleghenycounty.us/parks/harrison-hills/ox-roast.aspx,125,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.414146136852,40.390115870046,1428891.15788889,485708.365120396
6570,1699,,Rachel Carson,Shelter,130,Harrison Hills Park,HH,Rachel Carson,https://www.alleghenycounty.us/parks/harrison-hills/rachel-carson.aspx,100,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.415638109279,40.385588710472,1427729.69531681,485200.367776811
6571,1700,,Wake Robin,Shelter,130,Harrison Hills Park,HH,Wake Robin,https://www.alleghenycounty.us/parks/harrison-hills/wake-robin.aspx,50,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.420077046889,40.390364863916,1427408.79405572,485993.100443304
6572,1701,,Walnut,Shelter,130,Harrison Hills Park,HH,Walnut,https://www.alleghenycounty.us/parks/harrison-hills/walnut.aspx,50,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.420778219252,40.390296514034,1426866.95918138,485935.887959316
6573,1702,,Yakaon,Shelter,130,Harrison Hills Park,HH,Yakaon,https://www.alleghenycounty.us/parks/harrison-hills/yakaon.aspx,120,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.420761994896,40.392601164016,1426931.01187481,488267.315383062
6574,1703,,Cabin,Private Rental,10,North Park,NP,Cabin,https://www.alleghenycounty.us/parks/north-park/cabin.aspx,75,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-79.595609131746,40.353626903174,1344016.10060522,466983.823829398
6575,1704,,Lodge,Building,10,North Park,NP,Lodge,https://www.alleghenycounty.us/parks/north-park/lodge.aspx,500,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.01010644906,40.370172264584,1339227.51930314,475756.802346393
6576,1705,,Old Fire House,Building,10,North Park,NP,Old Fire House,https://www.alleghenycounty.us/parks/north-park/old-fire-house.aspx,60,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.004189444872,40.354367321987,1340503.07908797,467823.085930392
6577,1706,,Parish Hill,Building,10,North Park,NP,Parish Hill,https://www.alleghenycounty.us/parks/north-park/parish-hill.aspx,150,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.00545876282,40.360720989108,1339585.3361728,470229.243519649
6578,1707,,Ranch House,Building,10,North Park,NP,Ranch House,https://www.alleghenycounty.us/parks/north-park/ranch-house.aspx,75,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.012626397917,40.361495943474,1337163.05853705,471076.001668647
6579,1708,,Rose Barn,Building,10,North Park,NP,Rose Barn,https://www.alleghenycounty.us/parks/north-park/rose-barn.aspx,150,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-80.001633941176,40.361706866153,1342560.01788747,471151.115035474
6580,1709,,Scout Cabin,Building,10,North Park,NP,Scout Cabin,https://www.alleghenycounty.us/parks/north-park/scout-cabin.aspx,22,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.005930668742,40.354732733491,1339169.83011405,468227.182235062
6581,1710,,Basketball Courts,Court - Basketball,31,North Park,NP,Basketball Courts,https://www.alleghenycounty.us/parks/activities/basketball.aspx,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.012892861173,40.370174432233,1337079.54065947,475814.241864055
6582,1711,,Dek Hockey Rink,Dek Hockey Rink,40,North Park,NP,Dek Hockey Rink,https://www.alleghenycounty.us/parks/activities/dek-hockey-inline-skating.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.594219079123,40.351201477472,1345025.68191938,464502.874394983
6583,1712,,Devils Elbow Baseball Field,Field - Baseball,61,North Park,NP,Devils Elbow Baseball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.594886388058,40.35064464471,1344496.68363355,463952.650429815
6584,1713,,Donora Baseball Field,Field - Baseball,61,North Park,NP,Donora Baseball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.590284830872,40.352210062007,1348085.79883064,465446.239306137
6585,1714,,Lone Pine Baseball Field,Field - Baseball,61,North Park,NP,Lone Pine Baseball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.59006328219,40.351889791756,1348248.46582814,465117.915815815
6586,1715,,Mill Baseball Field,Field - Baseball,61,North Park,NP,Mill Baseball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.010539804334,40.363931152925,1338835.2038148,473498.177270472
6587,1716,,Pie Traynor Baseball Field,Field - Baseball,61,North Park,NP,Pie Traynor Baseball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.5928086652,40.351356370027,1346117.44351539,464631.935160473
6588,1717,,Woods Baseball Field 1,Field - Baseball,61,North Park,NP,Woods Baseball Field 1,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-79.591576080465,40.351107768943,1347061.69753239,464356.327443972
6589,1718,,Woods Baseball Field 2,Field - Baseball,61,North Park,NP,Woods Baseball Field 2,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-79.591414071527,40.351367638761,1347193.30947389,464616.057239473
6590,1719,,J.C. Stone Field,Field - Football,62,North Park,NP,J.C. Stone Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,500,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.003928780201,40.354943996632,1340719.0287873,468401.325587556
6591,1720,,Mckinney Soccer Field 1,Field - Soccer,64,North Park,NP,Mckinney Soccer Field 1,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.025430041037,40.371175995692,1330524.66630206,476997.898617476
6592,1721,,Mckinney Soccer Field 2,Field - Soccer,64,North Park,NP,Mckinney Soccer Field 2,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.025479069858,40.3713529288,1330491.53185388,477177.874307394
6593,1722,,Pie Traynor Soccer Field,Field - Soccer,64,North Park,NP,Pie Traynor Soccer Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.593275217847,40.351032047785,1345749.28316247,464312.972543806
6594,1723,,Schwartz Soccer Field 1,Field - Soccer,64,North Park,NP,Schwartz Soccer Field 1,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.025289317233,40.370595253196,1330617.85312356,476407.57532306
6595,1724,,Schwartz Soccer Field 2,Field - Soccer,64,North Park,NP,Schwartz Soccer Field 2,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.025664384885,40.3704527336,1330324.96788256,476270.92467773
6596,1725,,Woods Soccer Field,Field - Soccer,64,North Park,NP,Woods Soccer Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-79.591516223521,40.350916233211,1347102.95204306,464161.391154066
6597,1726,,Yoest Soccer Field 1,Field - Soccer,64,North Park,NP,Yoest Soccer Field 1,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.024920866029,40.37007671925,1330888.23644106,475875.617069393
6598,1727,,Yoest Soccer Field 2,Field - Soccer,64,North Park,NP,Yoest Soccer Field 2,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.025189838332,40.370060930247,1330680.47176473,475865.039662734
6599,1728,,Ice Skating Rink - 2nd Floor,Ice Rink,100,North Park,NP,Ice Skating Rink - 2nd Floor,https://www.alleghenycounty.us/parks/north-park/skating-rink-2nd-floor.aspx,200,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.012438221536,40.365731088487,1337418.47174014,475356.709642649
6600,1729,,Ice Skating Rink - Rink,Ice Rink,100,North Park,NP,Ice Skating Rink - Rink,https://www.alleghenycounty.us/parks/activities/winter-sports/ice-skating---hockey.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.012360225362,40.365622931143,1337475.78264914,475245.744969562
6601,1730,,North Park Pool,Pool,120,North Park,NP,North Park Pool,https://www.alleghenycounty.us/parks/activities/water-activities/pools.aspx,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.593845255851,40.351991430332,1345334.30466172,465294.696302146
6602,1731,,Ambridge,Shelter,130,North Park,NP,Ambridge,https://www.alleghenycounty.us/parks/north-park/ambridge.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,-80.01084532522,40.364754968573,1338621.07464989,474337.636221483
6603,1732,,Babble Brook,Shelter,130,North Park,NP,Babble Brook,https://www.alleghenycounty.us/parks/north-park/babble-brook.aspx,40,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,-79.595169880466,40.353915277358,1344362.26625147,467266.930218562
6604,1733,,Beaver,Shelter,130,North Park,NP,Beaver,https://www.alleghenycounty.us/parks/north-park/beaver.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,-79.594746495692,40.355884422974,1344739.45217688,469250.697904557
6605,1734,,Beveridge,Shelter,130,North Park,NP,Beveridge,https://www.alleghenycounty.us/parks/north-park/beveridge.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.590350855643,40.351688773956,1348021.5338673,464920.16817981
6606,1735,,Blackrock,Shelter,130,North Park,NP,Blackrock,https://www.alleghenycounty.us/parks/north-park/blackrock.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.592229772458,40.350506931884,1346542.11622247,463761.276468724
6607,1736,,Buffalo,Shelter,130,North Park,NP,Buffalo,https://www.alleghenycounty.us/parks/north-park/buffalo.aspx,40,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.001831341149,40.360025815622,1342364.37818688,469454.376959145
6608,1737,,Carnegie,Shelter,130,North Park,NP,Carnegie,https://www.alleghenycounty.us/parks/north-park/carnegie.aspx,40,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.59200907354,40.350887536719,1346722.09945831,464141.996507809
6609,1738,,Cottage,Shelter,130,North Park,NP,Cottage,https://www.alleghenycounty.us/parks/north-park/cottage-shelter.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.595159415686,40.352896809404,1344344.10716705,466236.39750272
6610,1739,,Deer Browse 1,Shelter,130,North Park,NP,Deer Browse 1,https://www.alleghenycounty.us/parks/north-park/deer-browse-1.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.59300099785,40.351820480696,1345981.02810581,465105.216038063
