_id,objectid,unicode,name,facility_type,type_code,center,center_code,feature_name,website,capacity,access_to_fire_extinguisher,access_to_kitchenette,access_to_parking_lot,access_to_playground,access_to_restrooms,access_to_spray_park,access_to_vending_machines,ada_accessible_facility,ada_accessible_playground_near,ada_accessible_port_a_john_near,ada_accessible_restroom,bocci_court,furniture_chairs,furniture_tables,indoor_air_conditioning,indoor_audio_system,indoor_heating,indoor_television,outdoor_basketball_courts_near,outdoor_fishing,outdoor_grill,outdoor_horseshoe_pits_near,outdoor_lake_view,outdoor_lighting,outdoor_swimming_pool_near,outdoor_volleyball,outdoor_water_spigot,outlet_data,outlet_power,outlet_telephone,pet_friendly,port_a_john_near,smoking_not_permitted,smoking_permitted,x,y,x2,y2
6690,1819,,Soccer Field,Field - Soccer,64,Round Hill Park,RH,Soccer Field,https://www.alleghenycounty.us/parks/round-hill/soccer-fields.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.501542450842,40.143042092604,1385768.76480314,337823.697635725
6691,1820,,Alfalfa,Shelter,130,Round Hill Park,RH,Alfalfa,https://www.alleghenycounty.us/parks/round-hill/alfalfa.aspx,60,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.512456426361,40.144816183896,1380451.64092296,339745.727256224
6692,1821,,Blue Grass,Shelter,130,Round Hill Park,RH,Blue Grass,https://www.alleghenycounty.us/parks/round-hill/blue-grass.aspx,70,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,-79.511908204454,40.144461665994,1380868.05774106,339376.950762808
6693,1823,,Harmony House,Shelter,130,Round Hill Park,RH,Harmony House,https://www.alleghenycounty.us/parks/round-hill/harmony-house.aspx,70,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.510877131362,40.15058086551,1381718.38084355,341501.74736622
6694,1824,,Meadow,Shelter,130,Round Hill Park,RH,Meadow,https://www.alleghenycounty.us/parks/round-hill/meadow.aspx,100,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.512459641177,40.144600918346,1380443.95261814,339528.018374056
6695,1825,,Quiet Acres,Shelter,130,Round Hill Park,RH,Quiet Acres,https://www.alleghenycounty.us/parks/round-hill/quiet-acres.aspx,70,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.510441790632,40.144505144618,1382005.85008489,339393.856568888
6696,1826,,Timothy,Shelter,130,Round Hill Park,RH,Timothy,https://www.alleghenycounty.us/parks/round-hill/timothy.aspx,60,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.511649828119,40.145185001848,1381085.78958905,340103.922077894
6697,1827,,Water Lily,Shelter,130,Round Hill Park,RH,Water Lily,https://www.alleghenycounty.us/parks/round-hill/water-lily.aspx,20,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.512030110582,40.143732743954,1380755.97233531,338641.807219982
6698,1828,,Dek Hockey Rink,Dek Hockey Rink,40,Settler's Cabin Park,SC,Dek Hockey Rink,https://www.alleghenycounty.us/parks/activities/dek-hockey-inline-skating.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.092534039756,40.255494554786,1298514.94193581,409335.771474808
6699,1829,,Wave Pool,Pool,120,Settler's Cabin Park,SC,Wave Pool,https://www.alleghenycounty.us/parks/activities/water-activities/pools.aspx,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.090687314624,40.260226759489,1299962.58667831,410037.568955719
6700,1830,,Algonquin,Shelter,130,Settler's Cabin Park,SC,Algonquin,https://www.alleghenycounty.us/parks/settlers-cabin/algonquin.aspx,80,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.092762189304,40.260025741108,1298353.23851906,409877.90949814
6701,1831,,Apache,Shelter,130,Settler's Cabin Park,SC,Apache,https://www.alleghenycounty.us/parks/settlers-cabin/apache.aspx,70,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.093040063583,40.253752152921,1298075.71184313,407583.887511387
6702,1832,,Dog Park,Dog Park,130,Settler's Cabin Park,SC,Dog Park,https://www.alleghenycounty.us/parks/settlers-cabin/arrowhead.aspx,80,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.092152951573,40.252399901611,1298724.21021806,406197.301045731
6703,1833,,Cayuga,Shelter,130,Settler's Cabin Park,SC,Cayuga,https://www.alleghenycounty.us/parks/settlers-cabin/cayuga.aspx,80,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.093766046749,40.260617304076,1297593.62520888,410497.486014888
6704,1834,,Chippewa,Shelter,130,Settler's Cabin Park,SC,Chippewa,https://www.alleghenycounty.us/parks/settlers-cabin/chippewa.aspx,100,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.092672840407,40.254002765013,1298366.50325631,407829.655392557
6705,1835,,Flint,Shelter,130,Settler's Cabin Park,SC,Flint,https://www.alleghenycounty.us/parks/settlers-cabin/flint.aspx,65,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,No,No,No,-80.092374532782,40.253952016134,1298595.70588189,407772.0328044
6706,1836,,Gilbert Love,Shelter,130,Settler's Cabin Park,SC,Gilbert Love,https://www.alleghenycounty.us/parks/settlers-cabin/gilbert-love.aspx,80,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.09290717537,40.260488709809,1298253.94212972,410349.288804725
6707,1837,,Iroquois,Shelter,130,Settler's Cabin Park,SC,Iroquois,https://www.alleghenycounty.us/parks/settlers-cabin/iroquois.aspx,75,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.092123168801,40.252847643493,1298759.57694522,406649.593120143
6708,1838,,Moccasin,Shelter,130,Settler's Cabin Park,SC,Moccasin,https://www.alleghenycounty.us/parks/settlers-cabin/moccasin.aspx,100,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.093911190243,40.260045598978,1297465.64482181,409922.232900307
6709,1839,,Mohawk,Shelter,130,Settler's Cabin Park,SC,Mohawk,https://www.alleghenycounty.us/parks/settlers-cabin/mohawk.aspx,85,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.093029290706,40.254386732944,1298101.55037414,408225.578485221
6710,1840,,Seneca,Shelter,130,Settler's Cabin Park,SC,Seneca,https://www.alleghenycounty.us/parks/settlers-cabin/seneca.aspx,80,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-80.092955903304,40.253202217368,1298125.59757014,407025.81808947
6711,1841,,Shawnee,Shelter,130,Settler's Cabin Park,SC,Shawnee,https://www.alleghenycounty.us/parks/settlers-cabin/shawnee.aspx,75,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.09265248744,40.252982430084,1298354.0938323,406797.092497066
6712,1842,,Tomahawk,Shelter,130,Settler's Cabin Park,SC,Tomahawk,https://www.alleghenycounty.us/parks/settlers-cabin/tomahawk.aspx,60,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.093619477799,40.254501320703,1297648.48730388,408353.940761313
6713,1843,,100 Acre House,Building,10,South Park,SP,100 Acre House,https://www.alleghenycounty.us/parks/south-park/100-acre-house.aspx,70,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.003324136169,40.200253070157,1338734.17186464,372598.499805138
6714,1844,,Black Ash,Building,10,South Park,SP,Black Ash,https://www.alleghenycounty.us/parks/south-park/black-ashes.aspx,100,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.593974320331,40.181370522443,1342595.85803889,361484.124724224
6715,1845,,Buffalo Inn,Private Rental,10,South Park,SP,Buffalo Inn,https://www.alleghenycounty.us/parks/south-park/buffalo-inn.aspx,200,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.594370807484,40.181845707501,1342301.00725064,361972.627028063
6716,1846,,Camp Rolling Hills,Building,10,South Park,SP,Camp Rolling Hills,https://www.alleghenycounty.us/parks/south-park/camp-rolling-hills.aspx,25,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.593945524394,40.183291978602,1342667.56786922,363427.293410063
6717,1847,,South Park Community House,Private Rental,10,South Park,SP,South Park Community House,https://www.alleghenycounty.us/parks/south-park/community-house.aspx,65,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.595604317048,40.185723252186,1341445.5942633,365919.443609476
6718,1848,,Cottage,Building,10,South Park,SP,Cottage,https://www.alleghenycounty.us/parks/south-park/cottage.aspx,125,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,-79.595610809963,40.181401125298,1341329.19981106,361547.333259225
6719,1849,,Fairgrounds Building 3,Building,10,South Park,SP,Fairgrounds Building 3,https://www.alleghenycounty.us/parks/south-park/fairgrounds-building-3.aspx,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.594677141112,40.18137369861,1342051.61109589,361501.180464387
6720,1850,,Fairgrounds Building 4,Building,10,South Park,SP,Fairgrounds Building 4,https://www.alleghenycounty.us/parks/south-park/fairgrounds-building-4.aspx,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.59478071355,40.181344646097,1341970.64734705,361473.832093894
6721,1851,,Girl Scout Cabin,Building,10,South Park,SP,Girl Scout Cabin,https://www.alleghenycounty.us/parks/south-park/girl-scout-cabin.aspx,22,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.003854158399,40.190816603364,1338183.0456703,367109.510783151
6722,1852,,Home Economics Building,Building,10,South Park,SP,Home Economics Building,https://www.alleghenycounty.us/parks/south-park/home-economics-building.aspx,275,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.594372830783,40.18161254573,1342293.44164898,361736.801712304
6723,1853,,Museum Building,Building,10,South Park,SP,Museum Building,https://www.alleghenycounty.us/parks/south-park/museum-building.aspx,300,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,-79.595041800827,40.181257074831,1341766.18253289,361390.391643971
6724,1854,,Silent Brook Barn,Building,10,South Park,SP,Silent Brook Barn,https://www.alleghenycounty.us/parks/south-park/silent-brook.aspx,125,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.005619446628,40.193320556069,1336881.15522946,369677.523691729
6725,1855,,Spreading Oak,Building,10,South Park,SP,Spreading Oak,https://www.alleghenycounty.us/parks/south-park/spreading-oak.aspx,100,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,-80.001101238702,40.19510058014,1340425.26133022,371388.672500387
6726,1856,,Basketball Courts,Court - Basketball,31,South Park,SP,Basketball Courts,https://www.alleghenycounty.us/parks/activities/basketball.aspx,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.594035553649,40.181758800004,1342558.41848122,361878.109828636
6727,1857,,Dek Hockey Rink,Dek Hockey Rink,40,South Park,SP,Dek Hockey Rink,https://www.alleghenycounty.us/parks/activities/dek-hockey-inline-skating.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.002060674637,40.190073929338,1339552.57344306,366322.707894817
6728,1858,,100 Acre Field,Field - Multipurpose,61,South Park,SP,100 Acre Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.003871772882,40.200615293944,1338319.60576464,372975.77496922
6729,1859,,Alaska Baseball Field,Field - Baseball,61,South Park,SP,Alaska Baseball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.003042392342,40.195933963333,1338944.02446331,372270.11299473
6730,1860,,Black Ash Baseball Field,Field - Baseball,61,South Park,SP,Black Ash Baseball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.593584205238,40.181714363342,1342906.83641955,361824.273978308
6731,1861,,Edgebrook Field,Field - Baseball,61,South Park,SP,Edgebrook Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.000654713911,40.183961438318,1340586.76297572,364157.934665307
6732,1862,,Fairgrounds Ball Field 2,Field - Baseball,61,South Park,SP,Fairgrounds Ball Field 2,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.595197682623,40.181754911808,1341658.27395606,361897.073701471
6733,1863,,Fairgrounds Ball Field 3,Field - Baseball,61,South Park,SP,Fairgrounds Ball Field 3,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.595139320404,40.181528150001,1341697.63476972,361666.532167807
6734,1864,,Texas Softball Field,Field - Softball,61,South Park,SP,Texas Softball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.003976988136,40.193334072062,1338153.15334164,369658.598204643
6735,1865,,Fairgrounds Ball Field 1,Field - Baseball,65,South Park,SP,Fairgrounds Ball Field 1,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.595527158387,40.18225359036,1341415.94996564,362408.031340972
6736,1866,,Flag Retirement Plaza,Flag Retirement Plaza,70,South Park,SP,Flag Retirement Plaza,https://www.alleghenycounty.us/parks/south-park/flag-retirement-plaza.aspx,250,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.594213420878,40.182997905558,1342452.53647514,363135.08500497
6737,1867,,Gazebo,Gazebo,80,South Park,SP,Gazebo,https://www.alleghenycounty.us/parks/south-park/maple-springs-gazebo.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.00019020331,40.18552827412,1340986.88455081,365733.764846981
6738,1868,,Horse Show Ring,Horse Show Ring,90,South Park,SP,Horse Show Ring,https://www.alleghenycounty.us/parks/south-park/horseshow-ring.aspx,100,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.593719110676,40.181134589909,1342787.45083155,361240.432954401
6739,1869,,Ice Skating Rink,Ice Rink,100,South Park,SP,Ice Skating Rink,https://www.alleghenycounty.us/parks/activities/winter-sports/ice-skating---hockey.aspx,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.010630322018,40.193468456413,1336102.34543538,369847.23398222
6740,1870,,Wave Pool - Pool,Pool,120,South Park,SP,Wave Pool - Pool,https://www.alleghenycounty.us/parks/activities/water-activities/pools.aspx,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.005330047209,40.185260910163,1336999.87579255,365565.074239478
6741,1871,,Alabama,Shelter,130,South Park,SP,Alabama,https://www.alleghenycounty.us/parks/south-park/alabama.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.003317491362,40.194973369241,1338706.19127755,371303.830150396
6742,1872,,Altoona,Shelter,130,South Park,SP,Altoona,https://www.alleghenycounty.us/parks/south-park/altoona.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.000596306916,40.195376080429,1340823.27693839,371657.395388141
6743,1873,,Arizona,Shelter,130,South Park,SP,Arizona,https://www.alleghenycounty.us/parks/south-park/arizona.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.004051235601,40.192227663091,1338067.00357956,368540.835348308
6744,1874,,Babcock,Shelter,130,South Park,SP,Babcock,https://www.alleghenycounty.us/parks/south-park/babcock.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,-80.002955149001,40.182695183584,1338772.52841522,362922.501768723
6745,1875,,Baron,Shelter,130,South Park,SP,Baron,https://www.alleghenycounty.us/parks/south-park/baron.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.001420935994,40.185639232537,1340036.72273722,365870.320348144
6746,1876,,Bedford,Shelter,130,South Park,SP,Bedford,https://www.alleghenycounty.us/parks/south-park/bedford.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.013091679155,40.192955830852,1334183.33090071,369377.702112898
6747,1877,,Blythe,Shelter,130,South Park,SP,Blythe,https://www.alleghenycounty.us/parks/south-park/blythe.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.003204399853,40.183004492261,1338587.50221047,363240.333482146
6748,1878,,Bouquet,Shelter,130,South Park,SP,Bouquet,https://www.alleghenycounty.us/parks/south-park/bouquet.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.001312311472,40.184629417306,1340094.76231931,364846.65080756
6749,1879,,Braddock,Shelter,130,South Park,SP,Braddock,https://www.alleghenycounty.us/parks/south-park/braddock.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.003894800061,40.194321205786,1338242.35591914,370655.546341971
6750,1880,,Bright Star,Shelter,130,South Park,SP,Bright Star,https://www.alleghenycounty.us/parks/south-park/bright-star.aspx,40,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.002398075589,40.185668620536,1339280.83120438,365919.376680478
6751,1881,,Cadman,Shelter,130,South Park,SP,Cadman,https://www.alleghenycounty.us/parks/south-park/cadman.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,-80.002928287625,40.183055832444,1338802.66188514,363286.79894039
6752,1882,,Campbell,Shelter,130,South Park,SP,Campbell,https://www.alleghenycounty.us/parks/south-park/campbell.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.003880047889,40.183505397895,1338077.23059322,363760.437428817
6753,1883,,Circleview,Shelter,130,South Park,SP,Circleview,https://www.alleghenycounty.us/parks/south-park/circleview.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.004552051618,40.191336806938,1337656.14252464,367649.586802721
6754,1884,,Craig,Shelter,130,South Park,SP,Craig,https://www.alleghenycounty.us/parks/south-park/craig.aspx,40,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.595949497992,40.183014235813,1341108.47124989,363185.828013733
6755,1885,,Cravenwood,Shelter,130,South Park,SP,Cravenwood,https://www.alleghenycounty.us/parks/south-park/cravenwood.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.000020671155,40.18339578319,1341063.18820398,363573.203551307
6756,1886,,Foster,Shelter,130,South Park,SP,Foster,https://www.alleghenycounty.us/parks/south-park/foster.aspx,40,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-80.005063025667,40.193368018826,1337313.18651764,369714.485888138
6757,1887,,East Rise,Shelter,130,South Park,SP,East Rise,https://www.alleghenycounty.us/parks/south-park/east-rise.aspx,70,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00292810855,40.195718623087,1339026.92620039,372050.013041228
6758,1888,,Elm,Shelter,130,South Park,SP,Elm,https://www.alleghenycounty.us/parks/south-park/elm.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.012544306248,40.192953616615,1334607.07316346,369364.544658899
6759,1889,,Ethelbert,Shelter,130,South Park,SP,Ethelbert,https://www.alleghenycounty.us/parks/south-park/ethelbert.aspx,40,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.001830562008,40.185237649002,1339709.15154198,365472.180724472
6760,1890,,Forbes,Shelter,130,South Park,SP,Forbes,https://www.alleghenycounty.us/parks/south-park/forbes.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.002093660898,40.190486988886,1339537.70667489,366741.208698228
6761,1891,,Fort Pitt,Shelter,130,South Park,SP,Fort Pitt,https://www.alleghenycounty.us/parks/south-park/fort-pitt.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-80.0044206602,40.194014395321,1337827.28096189,370355.607309312
6762,1892,,Diana,Shelter,130,South Park,SP,Diana,https://www.alleghenycounty.us/parks/south-park/diana.aspx,40,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.005183136409,40.193077307286,1337212.65062948,369422.789293066
6763,1893,,Georgia,Shelter,130,South Park,SP,Georgia,https://www.alleghenycounty.us/parks/south-park/georgia.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.003224726172,40.19470830444,1338771.14816864,371033.854640484
6764,1894,,Gist,Shelter,130,South Park,SP,Gist,https://www.alleghenycounty.us/parks/south-park/gist.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.003525281396,40.183060495778,1338340.44988306,363303.345167145
6765,1895,,Glenaldon,Shelter,130,South Park,SP,Glenaldon,https://www.alleghenycounty.us/parks/south-park/glenaldon.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.595449841389,40.182824112118,1341490.52658814,362983.642722562
6766,1896,,Glendale,Shelter,130,South Park,SP,Glendale,https://www.alleghenycounty.us/parks/south-park/glendale.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.595681285919,40.183077365407,1341317.81171048,363244.397450388
