_id,Client ID,Name,Legal Name,Start Date,Street #,Street Name,State,Neighbourhood,Zip,Lat,Lon,Accuracy,Category
549,1878,Giant Eagle #2,Giant Eagle Inc,3/2/1995,1800,Mckees Rocks Rd,PA,MCKEES ROCKS,15136,40.467816,-80.097642,9,Supermarket
550,53202,Giant Eagle #24,Giant Eagle Inc,7/24/2014,3239,Washington Pi,PA,BRIDGEVILLE,15017,40.173242,-80.24199,9,Supermarket
551,2.01E+11,Giant Eagle #25,Giant Eagle Inc,6/17/1984,1029,West View Park Dr,PA,PITTSBURGH,15229,40.516789,-80.038918,9,Supermarket
552,34317,Giant Eagle #29,Giant Eagle Inc,2/4/2014,1356,Hoffman Bo,PA,WEST MIFFLIN,15122,40.350968,-79.913673,3,Supermarket
553,2.01E+11,Giant Eagle #31,Giant Eagle Inc,1/1/1980,5260,Grove Road,PA,PITTSBURGH,15236,40.357456,-80.002268,9,Supermarket
554,33543,Giant Eagle #35,Giant Eagle Inc,2/25/1985,1717,Cochran Rd,PA,PITTSBURGH,15220,40.392634,-80.065436,9,Supermarket
555,39025,Giant Eagle #37,Giant Eagle Inc,6/17/1984,,Quaker Village Shopping Center,PA,LEETSDALE,15056,40.561532,-80.205346,5,Supermarket
556,2811,Giant Eagle #38,Giant Eagle Inc,3/1/1962,1901,Murray Av,PA,PITTSBURGH,15217,40.435676,-79.92248,9,Supermarket
557,1880,Giant Eagle #45,Giant Eagle Inc,6/17/1984,9805,Mcknight Rd,PA,PITTSBURGH,15237,40.584311,-80.038848,9,Supermarket
558,2051,Giant Eagle #47 / Market District Robinson,Giant Eagle Inc,10/27/2009,100,Settlers Ridge Center Dr,PA,PITTSBURGH,15205,40.440641,-80.149132,5,Supermarket
559,2.01E+11,Giant Eagle #60,Giant Eagle Inc,12/4/1998,4010,Monroeville Bo,PA,MONROEVILLE,15146,40.432471,-79.751203,3,Supermarket
560,57877,Giant Eagle #61,Giant Eagle Inc,6/10/1991,2021,Wharton St,PA,PITTSBURGH,15203,40.431009,-79.976705,9,Supermarket
561,38879,Giant Eagle #63,Giant Eagle Inc,1/1/1984,4250,Murray Ave,PA,PITTSBURGH,15217,40.422266,-79.929584,9,Supermarket
562,1881,Giant Eagle #64,Giant Eagle Inc,6/17/1984,3812,O'Neil Blvd,PA,MCKEESPORT,15132,40.347243,-79.83109,9,Supermarket
563,2370,Giant Eagle #65,Giant Eagle Inc,6/17/1984,4110,Brighton Rd,PA,PITTSBURGH,15212,40.489185,-80.044203,9,Supermarket
564,2050,Giant Eagle #67,Giant Eagle Inc,6/22/1987,8080,Mcknight Rd,PA,PITTSBURGH,15237,40.557915,-80.023156,8,Supermarket
565,42412,Giant Eagle #74,Giant Eagle Inc,6/17/1984,1165,Mckinney Lane #100,PA,PITTSBURGH,15220,40.211943,-76.769826,8,Supermarket
566,35578,Giant Eagle #76,Giant Eagle Inc,1/2/1979,4680,Old Wm Penn Hwy,PA,MONROEVILLE,15146,40.438817,-79.741022,9,Supermarket
567,2901,Giant Eagle #77,Giant Eagle Inc,12/1/1978,254,Yost Bo,PA,PITTSBURGH,15221,40.436883,-79.857683,3,Supermarket
568,30226,Giant Eagle #78,Giant Eagle Inc,4/3/1989,230,Rodi Rd,PA,PITTSBURGH,15235,40.462359,-79.826919,9,Supermarket
569,2848,Giant Eagle / Market District Pine #43,Giant Eagle Inc,1/30/2009,155,Towne Center Dr,PA,WEXFORD,15090,40.632132,-80.054286,9,Supermarket
570,2.01E+11,Giant Eagle / Market District Shadyside #40,Giant Eagle Inc,11/29/1999,5550,Centre Ave,PA,PITTSBURGH,15232,40.456537,-79.934434,9,Supermarket
571,2.00E+11,Giant Eagle / Market District South Hills #14,Giant Eagle Inc,7/8/1988,7000,Oxford Dr,PA,BETHEL PARK,15102,40.347078,-80.046641,9,Supermarket
572,43711,Giant Eagle / Market District Waterworks #72,Giant Eagle Inc,9/24/1987,910,Freeport Rd,PA,PITTSBURGH,15238,40.488233,-79.893913,9,Supermarket
573,42973,Giant Eagle Express #5103,Giant Eagle Inc,5/2/2007,2611,Freeport Rd,PA,PITTSBURGH,15238,40.537858,-79.838724,9,Supermarket
574,2.01E+11,Giant Eagle #18,Giant Eagle Makets Inc,1/13/2011,1671,Butler Plank Rd,PA,GLENSHAW,15116,40.537733,-79.965145,9,Supermarket
575,2.01E+11,Shop 'n Save / Gibsonia,GLS Supermarkets LLC,7/19/2006,5375,Wm Flynn Hi,PA,GIBSONIA,15044,40.631549,-79.952845,3,Supermarket
576,2.01E+11,GFS Marketplace,Gordon Food Service Inc,11/17/2006,510,Clairton Blvd,PA,PITTSBURGH,15236,40.333786,-79.947122,9,Supermarket
577,2.01E+11,Gordon Food Service,Gordon Food Service Inc,11/15/2006,3620,Wm Penn Hwy,PA,MONROEVILLE,15146,40.431969,-79.800107,9,Supermarket
578,2.01E+11,Shop 'n Save Penn Hills,Hartley Foods Holding Inc,5/31/1991,2820,Universal Rd,PA,PITTSBURGH,15235,40.475924,-79.78621,8,Supermarket
579,47108,Shop 'n Save,Hartley Holding Inc,12/2/1999,2362,Golden Mile Hi,PA,PITTSBURGH,15239,40.471465,-79.986641,8,Supermarket
580,2.00E+11,Giant Eagle #697,Hickman Foods LLC,5/8/2002,9001,Frankstown Rd,PA,PITTSBURGH,15235,40.462692,-79.865275,9,Supermarket
581,2.00E+11,Duquesne Save A Lot,Horizon Management Inc,2/17/2011,9,Duquesne Pz,PA,DUQUESNE,15110,40.374756,-79.846986,9,Supermarket
582,2.01E+11,Shop 'n Save,J & D Supermarkets LLC,2/22/2006,799,Castle Shannon Bo,PA,PITTSBURGH,15234,40.36758,-80.017161,3,Supermarket
583,2.01E+11,Food Shoppe,J & J Gourmet LLC,5/5/1983,5878,Northumberland St,PA,PITTSBURGH,15217,40.441526,-79.920551,9,Supermarket
584,36498,Giant Eagle,Marckisotto Markets Inc,2/27/1991,1705,S Braddock Ave,PA,PITTSBURGH,15218,40.425705,-79.886584,9,Supermarket
585,46832,Shop 'n Save - Pines Plaza,Mihelic Foods Inc,10/19/1988,1130,Perry Hi,PA,PITTSBURGH,15237,40.401873,-77.019558,8,Supermarket
586,44108,Shop 'n Save / Glenshaw #212403,MJS Foods LLC,11/29/2006,917,Butler St,PA,GLENSHAW,15116,40.51331,-79.950785,5,Supermarket
587,2.01E+11,Shop 'n Save / Rochester,MJS Foods LLC,9/26/2005,184,Rochester Rd,PA,PITTSBURGH,15229,40.519816,-80.018098,9,Supermarket
588,2.01E+11,Shop 'n Save / Shaler,North Allegheny Foods Inc,6/17/1984,1620,Babcock Bo,PA,PITTSBURGH,15209,40.497124,-79.969628,3,Supermarket
589,32725,Shop 'n Save / Century Square,Noss Enterprises,7/18/2006,2381,Mountain View Dr,PA,WEST MIFFLIN,15122,40.344781,-79.946778,9,Supermarket
590,2.01E+11,Shop 'n Save / Noblestown #2412,Nossokoff Enterprise,3/10/2006,2103,Noblestown Rd,PA,PITTSBURGH,15205,40.430663,-80.051961,9,Supermarket
591,2.01E+11,Shop 'n Save - Ross's Village,Olympia Park Plaza Shop N Save LLC,12/19/2013,1886,Homeville Rd,PA,WEST MIFFLIN,15122,40.373678,-79.873734,5,Supermarket
592,2.01E+11,Kuhn's Market,Quality Foods Corp,6/1/1982,1130,Highwood St,PA,PITTSBURGH,15212,40.468566,-80.02666,9,Supermarket
593,35347,Kuhn's Market,Quality Foods Corp,6/17/1984,661,Lincoln Ave,PA,PITTSBURGH,15202,40.497135,-80.060313,9,Supermarket
594,36519,Kuhn's Market #4,Quality Foods Corp,10/5/1984,3125,Banksville Rd,PA,PITTSBURGH,15216,40.399677,-80.043413,9,Supermarket
595,38483,Kuhn's Market,Quality Foods Corporation,12/2/2015,2412,Ferguson Rd,PA,ALLISON PARK,15101,40.554967,-79.972178,9,Supermarket
596,2.02E+11,Shop 'n Save,Rajel's Foods LLC,8/11/2014,5001,Library Rd,PA,BETHEL PARK,15102,40.341084,-80.024743,9,Supermarket
597,2.01E+11,Shop 'n Save - Wilkins Twp,Rojels Foods LLC,8/17/2014,3335,Wm Penn Hi,PA,PITTSBURGH,15235,40.43292,-79.817603,9,Supermarket
598,2.01E+11,Shop 'n Save #0212404 Imperial,Rojels Foods LLC,2/21/2006,600,Market Place Dr,PA,OAKDALE,15071,40.440192,-80.241214,9,Supermarket
599,2.01E+11,Giant Eagle #646,Romark Foods Inc,8/1/1996,51,Walsh Rd,PA,PITTSBURGH,15205,40.440451,-80.072306,9,Supermarket
600,55556,Shop 'n Save - Hill District,Ross's Market LLC,10/17/2013,1850,Centre Av,PA,PITTSBURGH,15219,40.442146,-79.981719,9,Supermarket
601,2.01E+11,Sam's Club #4952,Sam's East Inc,1/25/2006,2000,Village Center Dr,PA,TARENTUM,15084,40.565722,-79.803982,9,Supermarket
602,2.01E+11,Sam's Club #6575,Sam's East Inc,10/7/1996,249,Summit Park Dr,PA,PITTSBURGH,15275,40.449585,-80.177954,9,Supermarket
603,55897,Sam's Club #6677,Sam's East Inc,2/7/1994,3621,Wm Penn Hwy,PA,MONROEVILLE,15146,40.436431,-79.799629,9,Supermarket
604,51243,Sam's Club #6678,Sam's East Inc,5/25/2006,289,Mt Nebo Pointe Dr,PA,PITTSBURGH,15237,40.534232,-80.067889,9,Supermarket
605,2.01E+11,Sam's Club #6679,Sam's East Inc,7/29/2004,2251,Century Dr,PA,WEST MIFFLIN,15122,40.343793,-79.949018,9,Supermarket
606,2.00E+11,Save A Lot,Scozio Foods LLC,12/10/1998,4313,Walnut St,PA,MCKEESPORT,15132,40.321825,-79.834567,9,Supermarket
607,57873,Giant Eagle Store #600,Scozio Supermarkets Inc,5/19/1994,2001,Lincoln Wa,PA,MCKEESPORT,15131,40.337364,-79.805396,9,Supermarket
608,51792,Giant Eagle #641,Seven-Z Ent Inc,11/1/1986,1025,Washington Pike,PA,BRIDGEVILLE,15017,40.367163,-80.110119,9,Supermarket
609,42635,Wilkinsburg Save A Lot,Shay & Tay Inc,2/21/2007,725,Ross St,PA,PITTSBURGH,15221,40.442803,-79.884174,9,Supermarket
610,2.01E+11,Shop 'n Save / Brownsville Road,Shop N Save,6/18/1984,1119,Brownsville Rd,PA,PITTSBURGH,15210,40.404781,-79.990531,8,Supermarket
611,38008,Shop 'n Save,Shop N' Save,9/13/2006,4313,Walnut St,PA,MCKEESPORT,15132,40.321825,-79.834567,9,Supermarket
612,2.01E+11,Shop 'n Save / Heidelberg,Sorbara & Son LP,8/28/2006,2100,Washington Pi,PA,CARNEGIE,15106,40.173242,-80.24199,9,Supermarket
613,2.01E+11,Giant Eagle #1691,Super 8 Corp,10/7/1992,400,Northtowne Sq,PA,GIBSONIA,15044,40.636471,-79.941762,9,Supermarket
614,49211,Shop 'n Save,Super Dollar #62205,1/1/1970,4647,Buttermilk Hollow Rd,PA,WEST MIFFLIN,15122,40.361016,-79.906553,9,Supermarket
615,35607,Target #2757,Target,8/24/2011,6231,Penn Av,PA,PITTSBURGH,15206,40.460909,-79.921909,9,Supermarket
616,2.01E+11,Target #2787,Target Stores,2/7/2013,201,South Hills Village,PA,PITTSBURGH,15241,40.340135,-80.054802,8,Supermarket
617,2.01E+11,Shop 'n Save / Russellton,Thomas Beter Inc,1/1/1980,908,Little Deer Creek Valley Rd,PA,RUSSELLTON,15076,40.60823,-79.833146,9,Supermarket
618,25315,Trader Joe's #624,Trader Joe's,3/13/2015,9020,Covenant Av,PA,PITTSBURGH,15237,40.570437,-80.022243,9,Supermarket
619,2.02E+11,Trader Joe's #638,Trader Joe's Co,10/16/2006,6343,Penn Ave,PA,PITTSBURGH,15206,40.459303,-79.919178,9,Supermarket
620,2.01E+11,Trader Joe's #630,Trader Joe's East Inc,10/14/2011,1630,Washington Rd. Ste 1,PA,PITTSBURGH,15228,40.351139,-80.051011,9,Supermarket
621,2.01E+11,Giant Eagle #695,Verona Foods Inc,8/29/1991,200,Allegheny River Bo,PA,VERONA,15147,40.498933,-79.818468,3,Supermarket
622,47614,Wal-Mart Super Center #2281,Wal-Mart Stores Inc,8/7/2003,2351,Century Dr,PA,WEST MIFFLIN,15122,40.341762,-79.946461,9,Supermarket
623,2.00E+11,Wal-Mart Super Center #2300,Wal-Mart Stores Inc,10/24/1996,250,Summit Park Dr,PA,PITTSBURGH,15275,40.447712,-80.176111,9,Supermarket
624,55920,Wal-Mart Super Center #2588,Wal-Mart Stores Inc,1/25/1999,100,Wal-Mart Dr,PA,NORTH VERSAILLES,15137,40.38722,-79.8247,9,Supermarket
625,2.00E+11,Wal-Mart Super Center #3738,Wal-Mart Stores Inc,2/21/2008,4015,Freeport Rd,PA,NATRONA HEIGHTS ,15065,40.646955,-79.713092,9,Supermarket
626,2.01E+11,Wal-Mart Super Center #3838,Wal-Mart Stores Inc,1/19/2006,2010,Village Center Dr,PA,TARENTUM,15084,40.564069,-79.804052,9,Supermarket
627,2.01E+11,Whole Foods Market #53,Whole Foods Market Group Inc,9/27/2002,5880,Centre Ave,PA,PITTSBURGH,15206,40.45852,-79.928707,9,Supermarket
628,2.00E+11,Whole Foods Wexford #10377,Whole Foods Market Inc,3/28/2012,10576,Perry Hi,PA,WEXFORD,15090,40.39721,-77.025796,5,Supermarket
629,2.01E+11,Giant Eagle Market #616,,11/4/2003,600,Brentwood Towne Sq,PA,PITTSBURGH,15227,40.366498,-79.9829,9,Supermarket
630,2.00E+11,Save A Lot Crafton,,6/1/2004,,Crafton Ingram Shopping Center @ Foster Ave,PA,PITTSBURGH,15205,40.44177,-80.087015,3,Supermarket
631,2.00E+11,Shop 'n Save McKeesport,,6/30/1997,815,5th Ave,PA,MCKEESPORT,15132,40.352,-79.856045,9,Supermarket
632,56556,The Uncommon Market,C P Food Store Inc,11/21/1991,1798,Highland Rd,PA,PITTSBURGH,15241,40.348876,-80.052248,9,Supermarket
633,47923,Market Outlet,Great Buys Inc,12/30/2010,1700,Penn Av,PA,PITTSBURGH,15222,40.4497,-79.985758,9,Supermarket
634,2.01E+11,Karibu International Market LLC,Karibu Internation Market LLC,10/28/2014,2740,Saw Mill Run Bo,PA,PITTSBURGH,15227,40.378296,-79.991494,9,Supermarket
635,2.01E+11,South Hills IGA,Kutscher Inc,12/1/2006,649,Old Clairton Rd,PA,PITTSBURGH,15236,40.324262,-79.956892,9,Supermarket
636,2.01E+11,Leonard Labriola's Italian Market,Labriola Italian Stores Inc,7/23/2004,4039,Monroeville Blvd,PA,MONROEVILLE,15146,40.43557,-79.768914,9,Supermarket
637,2.00E+11,Lamperts Deli Express,Lamperts Food Market Inc,11/21/2012,2010,Eden Park Bo,PA,MCKEESPORT,15132,40.34505,-79.84648,3,Supermarket
638,2.01E+11,Las Palmas,"Las Palmas, LLC",12/8/2009,700,Brookline Blvd,PA,PITTSBURGH,15226,40.394595,-80.021685,9,Supermarket
639,2.01E+11,Leonard Labriola's Italian Store,Leonard Labriola's Italian Stores LLC,8/26/2010,112,Northgate Dr,PA,WARRENDALE,15086,40.650509,-80.078238,9,Supermarket
640,2.01E+11,Shursave,Lix Superpark Inc #3,6/1/1984,4401,Liberty Av,PA,PITTSBURGH,15224,40.463648,-79.952803,8,Supermarket
641,38101,Groceria Italiano,Madonna Teresa Corp,8/21/1998,237,Cedarville St,PA,PITTSBURGH,15224,40.46186,-79.948546,9,Supermarket
642,57626,Market on Broadway IGA / Las Palmas,"Market on Broadway IGA / Las Palmas, Inc",7/15/2013,1616,Broadway Ave,PA,PITTSBURGH,15216,40.410007,-80.024988,9,Supermarket
643,2.01E+11,Market on Forbes IGA,Market on Forbes Inc,8/11/2008,3609,Forbes Ave / 2nd Fl,PA,PITTSBURGH,15213,40.440974,-79.958169,9,Supermarket
644,2.01E+11,McGinnis Sisters Market,McGinnis Food Ctr Inc,9/21/1995,4311,Northern Pike,PA,MONROEVILLE,15146,40.435043,-79.753389,9,Supermarket
645,54350,McGinnis Sisters Market,McGinnis Food Ctr Inc,2/29/1996,3825,Saw Mill Run Blvd,PA,PITTSBURGH,15227,40.369718,-79.98215,9,Supermarket
646,54797,Murray Avenue Kosher,Murray Avenue Kosher Inc,12/11/1996,1916,Murray Ave,PA,PITTSBURGH,15217,40.435463,-79.923124,9,Supermarket
647,56065,Oriental Market,Oriental Market LLC,1/19/2011,4768,Mcknight Rd,PA,PITTSBURGH,15237,40.519802,-80.004493,9,Supermarket
648,2.01E+11,Pakeeza,Pakeeza Inc,2/27/2013,4411,Old Wm Penn Hi,PA,MONROEVILLE,15146,40.445986,-79.764292,9,Supermarket
649,2.01E+11,Robert Wholey Co,Robert Wholey Co Inc,12/16/1992,1711,Penn Av,PA,PITTSBURGH,15222,40.450111,-79.985875,9,Supermarket
650,1795,T-Bones,T-Bones Inc,5/4/1985,100,Vip Dr / Suite #101,PA,WEXFORD,15090,40.616651,-80.09284,9,Supermarket
651,39139,The Fresh Market,The Fresh Market Inc.,7/3/2013,1551,Washington Rd,PA,PITTSBURGH,15228,40.355489,-80.050351,8,Supermarket
652,2.01E+11,Two Louie's Market,Two Louie's Market Inc,4/21/2008,1233,Penn Av,PA,PITTSBURGH,15222,40.446442,-79.991746,9,Supermarket
653,2.01E+11,WFH / Wing Fat Hong Oriental Food Market,WFH Market LLC,11/20/2014,2306,Penn Av,PA,PITTSBURGH,15222,40.452797,-79.981077,9,Supermarket
654,2.01E+11,Bombay Market,,1/5/2015,4605,Centre Av,PA,PITTSBURGH,15213,40.452129,-79.951792,9,Supermarket
655,2.02E+11,Brownsville Food & Drinks,,6/19/2015,1810,Brownsville Rd,PA,PITTSBURGH,15210,40.396851,-79.988112,9,Supermarket
656,2.02E+11,Community Super Market,,1/1/1970,1117,Milltown Rd,PA,VERONA,15147,40.498635,-79.790045,8,Supermarket
657,262,Coraopolis Cash Market,,10/1/1952,1017,4th Ave,PA,CORAOPOLIS,15108,40.518306,-80.162798,9,Supermarket
658,34765,Gorkhali Store,,5/19/2014,2116,Brownsville Rd,PA,PITTSBURGH,15210,40.392709,-79.987056,9,Supermarket
659,2.01E+11,Patsy's Market,,8/16/2000,483,Center Av,PA,VERONA,15147,40.50669,-79.839699,9,Supermarket
660,2.00E+11,Safrans Market,,6/17/1984,429,Walnut St,PA,SEWICKLEY,15143,40.541022,-80.182322,9,Supermarket
661,30265,Subha Laxmi Grocery,,5/21/2014,2950,Brownsville Rd,PA,PITTSBURGH,15227,40.381398,-79.976585,9,Supermarket
662,2.01E+11,Community Market,,11/7/2002,1710,Pacific Av,PA,NATRONA HEIGHTS ,15065,40.623319,-79.723879,8,Supermarket
663,2.00E+11,GFS Marketplace,,10/14/2007,1,Urbano Wa,PA,PITTSBURGH,15205,40.44177,-80.087015,3,Supermarket
664,2.01E+11,Leonard Labriola Foods,,4/1/1969,121,Hulton Rd,PA,VERONA,15147,40.484477,-79.81999,9,Supermarket
665,253,Aldi #69,Aldi Inc,11/5/2007,8000,Mcknight Rd,PA,PITTSBURGH,15237,40.551152,-80.021213,9,Supermarket
666,2.01E+11,Aldi #77,Aldi Inc,10/6/2011,11800,Perry Hi,PA,WEXFORD,15090,40.39721,-77.025796,5,Supermarket
667,2.01E+11,Aldi #79,Aldi Inc,10/23/2012,2628,Carson St,PA,PITTSBURGH,15203,40.426914,-79.96753,9,Supermarket
668,2.01E+11,Aldi #80,Aldi Inc,5/8/2013,5631,Baum Blvd,PA,PITTSBURGH,15213,40.458291,-79.935066,9,Supermarket
669,2.01E+11,Wal-Mart #2603,Wal-Mart Stores Inc,1/14/2000,300,Wal-Mart Dr,PA,GIBSONIA,15044,40.623006,-79.946578,9,Supermarket
670,2.00E+11,Wal-Mart #5040,Wal-Mart Stores Inc,2/19/2008,2200,Washington Pi,PA,CARNEGIE,15106,40.173242,-80.24199,9,Supermarket
671,2.01E+11,Wal-Mart #5339,Wal-Mart Stores Inc,10/20/2003,877,Freeport Rd,PA,PITTSBURGH,15238,40.488181,-79.888875,9,Supermarket
672,2.00E+11,,,,,,,,,,,,
